date_scraped,flight_date,route,departure_time,arrival_time,duration_mins,airline,stops,price_usd,price_kes,source
2026-04-03 05:32,2026-04-05,NBO→EDL,2026-04-05T12:10:00,2026-04-05T13:10:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-05,NBO→EDL,2026-04-05T16:10:00,2026-04-05T17:10:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-05,NBO→EDL,2026-04-05T18:30:00,2026-04-05T19:30:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-05,NBO→EDL,2026-04-05T09:30:00,2026-04-05T10:30:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-05,NBO→EDL,2026-04-05T15:30:00,2026-04-06T15:35:00,1445,Jambojet + Kenya Airways,2,196.64,25563,api
2026-04-03 05:32,2026-04-05,NBO→EDL,2026-04-05T12:50:00,2026-04-06T15:35:00,1605,Jambojet + Kenya Airways,2,196.64,25563,api
2026-04-03 05:32,2026-04-06,NBO→EDL,2026-04-06T12:50:00,2026-04-06T13:50:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-06,NBO→EDL,2026-04-06T14:35:00,2026-04-06T15:35:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-06,NBO→EDL,2026-04-06T09:30:00,2026-04-06T10:30:00,60,Jambojet,0,54.05,7026,api
2026-04-03 05:32,2026-04-06,NBO→EDL,2026-04-06T18:45:00,2026-04-06T19:45:00,60,Jambojet,0,63.05,8196,api
2026-04-03 05:32,2026-04-07,NBO→EDL,2026-04-07T12:10:00,2026-04-07T13:10:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-07,NBO→EDL,2026-04-07T15:50:00,2026-04-07T16:50:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-07,NBO→EDL,2026-04-07T09:30:00,2026-04-07T10:30:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-08,NBO→EDL,2026-04-08T12:10:00,2026-04-08T13:10:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-08,NBO→EDL,2026-04-08T16:10:00,2026-04-08T17:10:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-08,NBO→EDL,2026-04-08T09:30:00,2026-04-08T10:30:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-09,NBO→EDL,2026-04-09T12:10:00,2026-04-09T13:10:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-09,NBO→EDL,2026-04-09T16:10:00,2026-04-09T17:10:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-09,NBO→EDL,2026-04-09T18:30:00,2026-04-09T19:30:00,60,Jambojet,0,63.04,8195,api
2026-04-03 05:32,2026-04-10,NBO→EDL,2026-04-10T12:10:00,2026-04-10T13:10:00,60,Hahn Air Technologies,0,114.6,14898,api
2026-04-03 05:32,2026-04-10,NBO→EDL,2026-04-10T16:10:00,2026-04-10T17:10:00,60,Hahn Air Technologies,0,114.6,14898,api
2026-04-03 05:32,2026-04-10,NBO→EDL,2026-04-10T18:30:00,2026-04-10T19:30:00,60,Hahn Air Technologies,0,114.6,14898,api
2026-04-03 05:32,2026-04-10,NBO→EDL,2026-04-10T09:30:00,2026-04-10T10:30:00,60,Hahn Air Technologies,0,114.6,14898,api
